ID,HOSPITAL_NAME,DISEASE_NAME,VACCINE_NAME,PRICE,LOCATION,LATITUDE,LONGITUDE,SIDEEFFECT
50,경희대학교병원,폐렴구균,신플로릭스프리필드시린지,130000,서울 동대문구,37.593884,127.0513235,부작용
51,경희대학교병원,폐렴구균,프로디악스-23,40000,서울 동대문구,37.593884,127.0513235,부작용
52,고려대학교의과대학부속구로병원,대상포진,조스타박스주,150000,서울 구로구,37.4922173,126.8849478,부작용
53,고려대학교의과대학부속구로병원,로타바이러스,로타텍액,80000,서울 구로구,37.4922173,126.8849478,부작용
54,고려대학교의과대학부속구로병원,로타바이러스,로타릭스프리필드,100000,서울 구로구,37.4922173,126.8849478,부작용
55,고려대학교의과대학부속구로병원,A형간염,박타프리필드 시린지 0.5ml,40000,서울 구로구,37.4922173,126.8849478,부작용
56,고려대학교의과대학부속구로병원,A형간염,박타프리필드 시린지 1ml,70000,서울 구로구,37.4922173,126.8849478,부작용
57,고려대학교의과대학부속구로병원,수두,수두박스주,40000,서울 구로구,37.4922173,126.8849478,부작용
58,고려대학교의과대학부속구로병원,수막구균,멘비오,150000,서울 구로구,37.4922173,126.8849478,부작용
59,고려대학교의과대학부속구로병원,신증후군출혈열,한타박스 0.5ml,15000,서울 구로구,37.4922173,126.8849478,부작용
60,고려대학교의과대학부속구로병원,사람유두종바이러스,가다실9프리필드시린지,210000,서울 구로구,37.4922173,126.8849478,부작용
61,고려대학교의과대학부속구로병원,사람유두종바이러스,가다실프리필드시린지,180000,서울 구로구,37.4922173,126.8849478,부작용
62,고려대학교의과대학부속구로병원,장티푸스,지로티프-주,15000,서울 구로구,37.4922173,126.8849478,부작용
63,고려대학교의과대학부속구로병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,50000,서울 구로구,37.4922173,126.8849478,부작용
64,고려대학교의과대학부속구로병원,폐렴구균,프리베나13주,120000,서울 구로구,37.4922173,126.8849478,부작용
65,고려대학교의과대학부속구로병원,폐렴구균,프로디악스-23프리필드시린지,60000,서울 구로구,37.4922173,126.8849478,부작용
66,고려대학교의과대학부속구로병원,폐렴구균,신플로릭스프리필드시린지,120000,서울 구로구,37.4922173,126.8849478,부작용
67,삼성서울병원,대상포진,조스타박스주,153200,서울 강남구,37.4889432,127.0876424,부작용
68,삼성서울병원,로타바이러스,로타릭스프리필드,86000,서울 강남구,37.4889432,127.0876424,부작용
69,삼성서울병원,로타바이러스,로타텍액,80000,서울 강남구,37.4889432,127.0876424,부작용
70,삼성서울병원,A형간염,박타프리필드 시린지 1ml,73200,서울 강남구,37.4889432,127.0876424,부작용
71,삼성서울병원,A형간염,박타프리필드 시린지 0.5ml,39000,서울 강남구,37.4889432,127.0876424,부작용
72,삼성서울병원,수두,수두박스주,43200,서울 강남구,37.4889432,127.0876424,부작용
73,삼성서울병원,수막구균,멘비오,133200,서울 강남구,37.4889432,127.0876424,부작용
74,삼성서울병원,사람유두종바이러스,가다실9프리필드시린지,203200,서울 강남구,37.4889432,127.0876424,부작용
75,삼성서울병원,사람유두종바이러스,서바릭스프리필드시린지,151200,서울 강남구,37.4889432,127.0876424,부작용
76,삼성서울병원,인플루엔자,지씨플루쿼드리밸런트프리필드시린지주,28200,서울 강남구,37.4889432,127.0876424,부작용
77,삼성서울병원,장티푸스,지로티프-주,16200,서울 강남구,37.4889432,127.0876424,부작용
78,삼성서울병원,"Td(파상풍, 디프테리아)",에스케이티디백신주,28200,서울 강남구,37.4889432,127.0876424,부작용
79,삼성서울병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,43200,서울 강남구,37.4889432,127.0876424,부작용
80,삼성서울병원,폐렴구균,프리베나13주,130200,서울 강남구,37.4889432,127.0876424,부작용
81,삼성서울병원,폐렴구균,프로디악스-23프리필드시린지,29200,서울 강남구,37.4889432,127.0876424,부작용
82,서울대학교병원,대상포진,조스타박스주,137397,서울 종로구,37.5787439,126.9975578,부작용
83,서울대학교병원,로타바이러스,로타텍액,59280,서울 종로구,37.5787439,126.9975578,부작용
84,서울대학교병원,A형간염,박타프리필드 시린지 1ml,42771,서울 종로구,37.5787439,126.9975578,부작용
85,서울대학교병원,A형간염,박타프리필드 시린지 0.5ml,19455,서울 종로구,37.5787439,126.9975578,부작용
86,서울대학교병원,수두,스카이바리셀라주,17627,서울 종로구,37.5787439,126.9975578,부작용
87,서울대학교병원,수막구균,멘비오,108761,서울 종로구,37.5787439,126.9975578,부작용
88,서울대학교병원,사람유두종바이러스,가다실9프리필드시린지,157348,서울 종로구,37.5787439,126.9975578,부작용
89,서울대학교병원,사람유두종바이러스,서바릭스프리필드시린지,73129,서울 종로구,37.5787439,126.9975578,부작용
90,서울대학교병원,사람유두종바이러스,서바릭스프리필드시린지,73129,서울 종로구,37.5787439,126.9975578,부작용
91,서울대학교병원,인플루엔자,지씨플루쿼드리밸런트프리필드시린지주,16882,서울 종로구,37.5787439,126.9975578,부작용
92,서울대학교병원,인플루엔자,보령플루Ⅴ테트라백신주,16445,서울 종로구,37.5787439,126.9975578,부작용
93,서울대학교병원,인플루엔자,스카이셀플루4가프리필드시린지,18494,서울 종로구,37.5787439,126.9975578,부작용
94,서울대학교병원,장티푸스,지로티프-주,11393,서울 종로구,37.5787439,126.9975578,부작용
95,서울대학교병원,"Td(파상풍, 디프테리아)",에스케이티디백신주,17598,서울 종로구,37.5787439,126.9975578,부작용
96,서울대학교병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,26978,서울 종로구,37.5787439,126.9975578,부작용
97,서울대학교병원,폐렴구균,프리베나13주,77866,서울 종로구,37.5787439,126.9975578,부작용
98,서울대학교병원,폐렴구균,프로디악스-23프리필드시린지,29195,서울 종로구,37.5787439,126.9975578,부작용
99,연세대학교의과대학 강남세브란스병원,대상포진,스카이조스터주,114400,서울 강남구,37.492736,127.0462661,부작용
100,연세대학교의과대학 강남세브란스병원,대상포진,조스타박스주,169000,서울 강남구,37.492736,127.0462661,부작용
101,연세대학교의과대학 강남세브란스병원,로타바이러스,로타텍액,87000,서울 강남구,37.492736,127.0462661,부작용
102,연세대학교의과대학 강남세브란스병원,로타바이러스,로타릭스프리필드,130000,서울 강남구,37.492736,127.0462661,부작용
103,연세대학교의과대학 강남세브란스병원,A형간염,하브릭스주 1ml,54340,서울 강남구,37.492736,127.0462661,부작용
104,연세대학교의과대학 강남세브란스병원,A형간염,박타주 0.5ml,19650,서울 강남구,37.492736,127.0462661,부작용
105,연세대학교의과대학 강남세브란스병원,A형간염,박타프리필드 시린지 1ml,67600,서울 강남구,37.492736,127.0462661,부작용
106,연세대학교의과대학 강남세브란스병원,A형간염,박타프리필드 시린지 0.5ml,19650,서울 강남구,37.492736,127.0462661,부작용
107,연세대학교의과대학 강남세브란스병원,A형간염,아박심160U성인용주,55900,서울 강남구,37.492736,127.0462661,부작용
108,연세대학교의과대학 강남세브란스병원,수두,수두박스주,16930,서울 강남구,37.492736,127.0462661,부작용
109,연세대학교의과대학 강남세브란스병원,수막구균,메낙트라주,100100,서울 강남구,37.492736,127.0462661,부작용
110,연세대학교의과대학 강남세브란스병원,수막구균,멘비오,127400,서울 강남구,37.492736,127.0462661,부작용
111,연세대학교의과대학 강남세브란스병원,사람유두종바이러스,가다실9프리필드시린지,208000,서울 강남구,37.492736,127.0462661,부작용
112,연세대학교의과대학 강남세브란스병원,사람유두종바이러스,서바릭스프리필드시린지,130000,서울 강남구,37.492736,127.0462661,부작용
113,연세대학교의과대학 강남세브란스병원,인플루엔자,플루아릭스테트라프리필드시린지,26000,서울 강남구,37.492736,127.0462661,부작용
114,연세대학교의과대학 강남세브란스병원,인플루엔자,박씨그리프테트라주,27000,서울 강남구,37.492736,127.0462661,부작용
115,연세대학교의과대학 강남세브란스병원,"Td(파상풍, 디프테리아)",에스케이티디백신주,16490,서울 강남구,37.492736,127.0462661,부작용
116,연세대학교의과대학 강남세브란스병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,26120,서울 강남구,37.492736,127.0462661,부작용
117,연세대학교의과대학 강남세브란스병원,폐렴구균,프로디악스-23프리필드시린지,31200,서울 강남구,37.492736,127.0462661,부작용
118,연세대학교의과대학 강남세브란스병원,폐렴구균,프로디악스-23,32500,서울 강남구,37.492736,127.0462661,부작용
119,연세대학교의과대학 강남세브란스병원,폐렴구균,신플로릭스프리필드시린지,68840,서울 강남구,37.492736,127.0462661,부작용
120,연세대학교의과대학 강남세브란스병원,폐렴구균,신플로릭스프리필드시린지,68840,서울 강남구,37.492736,127.0462661,부작용
121,이화여자대학교의과대학부속목동병원,대상포진,조스타박스주,180000,서울 양천구,37.5363794,126.8864324,부작용
122,이화여자대학교의과대학부속목동병원,로타바이러스,로타릭스프리필드,120000,서울 양천구,37.5363794,126.8864324,부작용
123,이화여자대학교의과대학부속목동병원,A형간염,하브릭스주 1ml,70000,서울 양천구,37.5363794,126.8864324,부작용
124,이화여자대학교의과대학부속목동병원,A형간염,하브릭스주 0.5ml,41000,서울 양천구,37.5363794,126.8864324,부작용
125,이화여자대학교의과대학부속목동병원,수두,수두박스주,33000,서울 양천구,37.5363794,126.8864324,부작용
126,이화여자대학교의과대학부속목동병원,수막구균,메낙트라주,103480,서울 양천구,37.5363794,126.8864324,부작용
127,이화여자대학교의과대학부속목동병원,수막구균,멘비오,130000,서울 양천구,37.5363794,126.8864324,부작용
128,이화여자대학교의과대학부속목동병원,사람유두종바이러스,가다실프리필드시린지,180000,서울 양천구,37.5363794,126.8864324,부작용
129,이화여자대학교의과대학부속목동병원,사람유두종바이러스,가다실9프리필드시린지,210000,서울 양천구,37.5363794,126.8864324,부작용
130,이화여자대학교의과대학부속목동병원,인플루엔자,보령플루Ⅷ테트라백신주,30000,서울 양천구,37.5363794,126.8864324,부작용
131,이화여자대학교의과대학부속목동병원,인플루엔자,지씨플루쿼드리밸런트프리필드시린지주,35000,서울 양천구,37.5363794,126.8864324,부작용
132,이화여자대학교의과대학부속목동병원,장티푸스,지로티프-주,15000,서울 양천구,37.5363794,126.8864324,부작용
133,이화여자대학교의과대학부속목동병원,"Td(파상풍, 디프테리아)",녹십자티디백신프리필드시린지주,30000,서울 양천구,37.5363794,126.8864324,부작용
134,이화여자대학교의과대학부속목동병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,40000,서울 양천구,37.5363794,126.8864324,부작용
135,이화여자대학교의과대학부속목동병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,40000,서울 양천구,37.5363794,126.8864324,부작용
136,이화여자대학교의과대학부속목동병원,폐렴구균,신플로릭스프리필드시린지,130000,서울 양천구,37.5363794,126.8864324,부작용
137,이화여자대학교의과대학부속목동병원,폐렴구균,프리베나13주,130000,서울 양천구,37.5363794,126.8864324,부작용
138,재단법인아산사회복지재단 서울아산병원,대상포진,조스타박스주,170000,서울 송파구,37.5275097,127.1090966,부작용
139,재단법인아산사회복지재단 서울아산병원,로타바이러스,로타릭스프리필드,110000,서울 송파구,37.5275097,127.1090966,부작용
140,재단법인아산사회복지재단 서울아산병원,로타바이러스,로타텍액,81000,서울 송파구,37.5275097,127.1090966,부작용
141,재단법인아산사회복지재단 서울아산병원,A형간염,하브릭스주 0.5ml,61000,서울 송파구,37.5275097,127.1090966,부작용
142,재단법인아산사회복지재단 서울아산병원,A형간염,박타주 0.5ml,40000,서울 송파구,37.5275097,127.1090966,부작용
143,재단법인아산사회복지재단 서울아산병원,A형간염,박타프리필드 시린지 0.5ml,40000,서울 송파구,37.5275097,127.1090966,부작용
144,재단법인아산사회복지재단 서울아산병원,A형간염,박타프리필드 시린지 1ml,80000,서울 송파구,37.5275097,127.1090966,부작용
145,재단법인아산사회복지재단 서울아산병원,A형간염,아박심160U성인용주,80000,서울 송파구,37.5275097,127.1090966,부작용
146,재단법인아산사회복지재단 서울아산병원,A형간염,하브릭스주 1ml,80000,서울 송파구,37.5275097,127.1090966,부작용
147,재단법인아산사회복지재단 서울아산병원,A형간염,아박심80U소아용주,40000,서울 송파구,37.5275097,127.1090966,부작용
148,재단법인아산사회복지재단 서울아산병원,수두,수두박스주,45400,서울 송파구,37.5275097,127.1090966,부작용
149,재단법인아산사회복지재단 서울아산병원,수막구균,멘비오,131000,서울 송파구,37.5275097,127.1090966,부작용
150,재단법인아산사회복지재단 서울아산병원,신증후군출혈열,한타박스 0.5ml,11000,서울 송파구,37.5275097,127.1090966,부작용
151,재단법인아산사회복지재단 서울아산병원,사람유두종바이러스,가다실9프리필드시린지,201000,서울 송파구,37.5275097,127.1090966,부작용
152,재단법인아산사회복지재단 서울아산병원,사람유두종바이러스,가다실프리필드시린지,161000,서울 송파구,37.5275097,127.1090966,부작용
153,재단법인아산사회복지재단 서울아산병원,사람유두종바이러스,서바릭스프리필드시린지,160000,서울 송파구,37.5275097,127.1090966,부작용
154,재단법인아산사회복지재단 서울아산병원,인플루엔자,플루아릭스테트라프리필드시린지,30000,서울 송파구,37.5275097,127.1090966,부작용
155,재단법인아산사회복지재단 서울아산병원,인플루엔자,지씨플루쿼드리밸런트프리필드시린지주,25000,서울 송파구,37.5275097,127.1090966,부작용
156,재단법인아산사회복지재단 서울아산병원,인플루엔자,스카이셀플루4가프리필드시린지,25000,서울 송파구,37.5275097,127.1090966,부작용
157,재단법인아산사회복지재단 서울아산병원,장티푸스,지로티프-주,9000,서울 송파구,37.5275097,127.1090966,부작용
158,재단법인아산사회복지재단 서울아산병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,30000,서울 송파구,37.5275097,127.1090966,부작용
159,재단법인아산사회복지재단 서울아산병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,31000,서울 송파구,37.5275097,127.1090966,부작용
160,재단법인아산사회복지재단 서울아산병원,폐렴구균,프리베나13주,130000,서울 송파구,37.5275097,127.1090966,부작용
161,재단법인아산사회복지재단 서울아산병원,폐렴구균,프로디악스-23프리필드시린지,31000,서울 송파구,37.5275097,127.1090966,부작용
162,재단법인아산사회복지재단 서울아산병원,폐렴구균,신플로릭스프리필드시린지,100000,서울 송파구,37.5275097,127.1090966,부작용
163,중앙대학교병원,대상포진,조스타박스주,159600,서울 동작구,37.5068094,126.9608074,부작용
164,중앙대학교병원,로타바이러스,로타텍액,78770,서울 동작구,37.5068094,126.9608074,부작용
165,중앙대학교병원,로타바이러스,로타릭스프리필드,90560,서울 동작구,37.5068094,126.9608074,부작용
166,중앙대학교병원,A형간염,박타프리필드 시린지 1ml,45000,서울 동작구,37.5068094,126.9608074,부작용
167,중앙대학교병원,A형간염,아박심160U성인용주,51600,서울 동작구,37.5068094,126.9608074,부작용
168,중앙대학교병원,A형간염,박타주 0.5ml,35000,서울 동작구,37.5068094,126.9608074,부작용
169,중앙대학교병원,A형간염,하브릭스주 0.5ml,35000,서울 동작구,37.5068094,126.9608074,부작용
170,중앙대학교병원,A형간염,하브릭스주 0.5ml,35000,서울 동작구,37.5068094,126.9608074,부작용
171,중앙대학교병원,수두,수두박스주,26000,서울 동작구,37.5068094,126.9608074,부작용
172,중앙대학교병원,수막구균,멘비오,120000,서울 동작구,37.5068094,126.9608074,부작용
173,중앙대학교병원,사람유두종바이러스,가다실9프리필드시린지,210000,서울 동작구,37.5068094,126.9608074,부작용
174,중앙대학교병원,사람유두종바이러스,가다실프리필드시린지,170000,서울 동작구,37.5068094,126.9608074,부작용
175,중앙대학교병원,인플루엔자,플루아릭스테트라프리필드시린지,35000,서울 동작구,37.5068094,126.9608074,부작용
176,중앙대학교병원,인플루엔자,스카이셀플루4가프리필드시린지,40000,서울 동작구,37.5068094,126.9608074,부작용
177,중앙대학교병원,장티푸스,지로티프-주,11760,서울 동작구,37.5068094,126.9608074,부작용
178,중앙대학교병원,"Td(파상풍, 디프테리아)",에스케이티디백신주,30000,서울 동작구,37.5068094,126.9608074,부작용
179,중앙대학교병원,"Td(파상풍, 디프테리아)",티디퓨어주,30000,서울 동작구,37.5068094,126.9608074,부작용
180,중앙대학교병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,22800,서울 동작구,37.5068094,126.9608074,부작용
181,중앙대학교병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,23630,서울 동작구,37.5068094,126.9608074,부작용
182,중앙대학교병원,폐렴구균,프로디악스-23,35000,서울 동작구,37.5068094,126.9608074,부작용
183,중앙대학교병원,폐렴구균,프리베나13주,130000,서울 동작구,37.5068094,126.9608074,부작용
184,중앙대학교병원,폐렴구균,신플로릭스프리필드시린지,109000,서울 동작구,37.5068094,126.9608074,부작용
185,중앙대학교병원,폐렴구균,프로디악스-23프리필드시린지,28800,서울 동작구,37.5068094,126.9608074,부작용
186,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),대상포진,조스타박스주,150000,서울 성북구,37.5870416,127.0265402,부작용
187,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),로타바이러스,로타텍액,90000,서울 성북구,37.5870416,127.0265402,부작용
188,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),로타바이러스,로타릭스프리필드,100000,서울 성북구,37.5870416,127.0265402,부작용
189,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),A형간염,하브릭스주 1ml,70000,서울 성북구,37.5870416,127.0265402,부작용
190,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),A형간염,박타프리필드 시린지 1ml,70000,서울 성북구,37.5870416,127.0265402,부작용
191,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),수두,수두박스주,32030,서울 성북구,37.5870416,127.0265402,부작용
192,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),수막구균,멘비오,150000,서울 성북구,37.5870416,127.0265402,부작용
193,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),신증후군출혈열,한타박스 0.5ml,15000,서울 성북구,37.5870416,127.0265402,부작용
194,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),사람유두종바이러스,가다실프리필드시린지,180000,서울 성북구,37.5870416,127.0265402,부작용
195,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),사람유두종바이러스,서바릭스프리필드시린지,150000,서울 성북구,37.5870416,127.0265402,부작용
196,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),사람유두종바이러스,가다실9프리필드시린지,210000,서울 성북구,37.5870416,127.0265402,부작용
197,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),장티푸스,지로티프-주,15000,서울 성북구,37.5870416,127.0265402,부작용
198,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),"Td(파상풍, 디프테리아)",녹십자티디백신프리필드시린지주,31690,서울 성북구,37.5870416,127.0265402,부작용
199,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,50000,서울 성북구,37.5870416,127.0265402,부작용
200,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),폐렴구균,프로디악스-23프리필드시린지,41280,서울 성북구,37.5870416,127.0265402,부작용
201,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),폐렴구균,프리베나13주,120000,서울 성북구,37.5870416,127.0265402,부작용
202,학교법인가톨릭학원가톨릭대학교서울성모병원,대상포진,조스타박스주,169000,서울 서초구,37.5017688,127.0047906,부작용
203,학교법인가톨릭학원가톨릭대학교서울성모병원,로타바이러스,로타텍액,71400,서울 서초구,37.5017688,127.0047906,부작용
204,학교법인가톨릭학원가톨릭대학교서울성모병원,로타바이러스,로타릭스프리필드,100100,서울 서초구,37.5017688,127.0047906,부작용
205,학교법인가톨릭학원가톨릭대학교서울성모병원,A형간염,박타프리필드 시린지 1ml,43400,서울 서초구,37.5017688,127.0047906,부작용
206,학교법인가톨릭학원가톨릭대학교서울성모병원,A형간염,박타주 0.5ml,19650,서울 서초구,37.5017688,127.0047906,부작용
207,학교법인가톨릭학원가톨릭대학교서울성모병원,A형간염,아박심160U성인용주,42900,서울 서초구,37.5017688,127.0047906,부작용
208,학교법인가톨릭학원가톨릭대학교서울성모병원,수두,수두박스주,16930,서울 서초구,37.5017688,127.0047906,부작용
209,학교법인가톨릭학원가톨릭대학교서울성모병원,수막구균,멘비오,110110,서울 서초구,37.5017688,127.0047906,부작용
210,학교법인가톨릭학원가톨릭대학교서울성모병원,사람유두종바이러스,가다실9프리필드시린지,191676,서울 서초구,37.5017688,127.0047906,부작용
211,학교법인가톨릭학원가톨릭대학교서울성모병원,사람유두종바이러스,서바릭스프리필드시린지,73520,서울 서초구,37.5017688,127.0047906,부작용
212,학교법인가톨릭학원가톨릭대학교서울성모병원,사람유두종바이러스,가다실프리필드시린지,162400,서울 서초구,37.5017688,127.0047906,부작용
213,학교법인가톨릭학원가톨릭대학교서울성모병원,인플루엔자,지씨플루쿼드리밸런트프리필드시린지주,11700,서울 서초구,37.5017688,127.0047906,부작용
214,학교법인가톨릭학원가톨릭대학교서울성모병원,장티푸스,지로티프-주,7800,서울 서초구,37.5017688,127.0047906,부작용
215,학교법인가톨릭학원가톨릭대학교서울성모병원,"Td(파상풍, 디프테리아)",에스케이티디백신주,30000,서울 서초구,37.5017688,127.0047906,부작용
216,학교법인가톨릭학원가톨릭대학교서울성모병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,26120,서울 서초구,37.5017688,127.0047906,부작용
217,학교법인가톨릭학원가톨릭대학교서울성모병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,26120,서울 서초구,37.5017688,127.0047906,부작용
218,학교법인가톨릭학원가톨릭대학교서울성모병원,폐렴구균,신플로릭스프리필드시린지,68840,서울 서초구,37.5017688,127.0047906,부작용
219,학교법인가톨릭학원가톨릭대학교서울성모병원,폐렴구균,프로디악스-23프리필드시린지,28960,서울 서초구,37.5017688,127.0047906,부작용
220,학교법인가톨릭학원가톨릭대학교서울성모병원,폐렴구균,프로디악스-23프리필드시린지,28960,서울 서초구,37.5017688,127.0047906,부작용
221,학교법인연세대학교의과대학세브란스병원,대상포진,조스타박스주,173100,서울 서대문구,37.5623371,126.9408692,부작용
